@context,@type,name,image,url,price,bedrooms,bathrooms,size,property_type,address.@type,address.streetAddress,address.addressLocality,address.postalCode,address.addressRegion,geo.@type,geo.name,geo.latitude,geo.longitude
http://schema.org,SingleFamilyResidence,"5588 Heather Street, Vancouver, BC V5Z 3M4",https://static.ojohosts.ca/p/1007/R2851779_0_YFj2EE_p.jpeg,https://www.houseful.ca/vancouver-bc/5588-heather-street-vancouver-bc-v5z-3m4/pid_a4l4s8xjby/,"$7,800,000",4,2,"2,623",Single family,PostalAddress,5588 Heather Street,Vancouver,V5Z 3M4,BC,GeoCoordinates,"5588 Heather Street, Vancouver, BC V5Z 3M4",49.234938,-123.120505
http://schema.org,SingleFamilyResidence,"531 Beatty St #601, Vancouver, BC V6B 0C5",https://static.ojohosts.ca/p/1007/R2851766_0_ERVi7b_p.jpeg,https://www.houseful.ca/vancouver-bc/531-beatty-st-601-vancouver-bc-v6b-0c5/pid_tdkfhidl22/,"$1,025,000",2,2,943,Single family,PostalAddress,531 Beatty St #601,Vancouver,V6B 0C5,BC,GeoCoordinates,"531 Beatty St #601, Vancouver, BC V6B 0C5",49.280602,-123.109817
http://schema.org,SingleFamilyResidence,"933 Seymour St #415, Vancouver, BC V6C 3P6",https://static.ojohosts.ca/p/1007/R2851797_0_aym3VV_p.jpeg,https://www.houseful.ca/vancouver-bc/933-seymour-st-415-vancouver-bc-v6c-3p6/pid_jthpfwfflp/,"$819,000",1,1,610,Single family,PostalAddress,933 Seymour St #415,Vancouver,V6C 3P6,BC,GeoCoordinates,"933 Seymour St #415, Vancouver, BC V6C 3P6",49.284608,-123.113252
http://schema.org,SingleFamilyResidence,"128 W Cordova St #1601, Vancouver, BC V6B 0E6",https://static.ojohosts.ca/p/1007/R2851635_0_nmnyvE_p.jpeg,https://www.houseful.ca/vancouver-bc/128-w-cordova-st-1601-vancouver-bc-v6b-0e6/pid_w6oz0fb7mx/,"$982,900",2,2,885,Single family,PostalAddress,128 W Cordova St #1601,Vancouver,V6B 0E6,BC,GeoCoordinates,"128 W Cordova St #1601, Vancouver, BC V6B 0E6",49.282975,-123.108084
http://schema.org,SingleFamilyResidence,"6207 Elgin Street, Vancouver, BC V5W 3K2",https://static.ojohosts.ca/p/1007/R2851801_0_AJJZRF_p.jpeg,https://www.houseful.ca/vancouver-bc/6207-elgin-street-vancouver-bc-v5w-3k2/pid_ga1kyrehms/,"$2,499,000",6,3,"3,000",Single family,PostalAddress,6207 Elgin Street,Vancouver,V5W 3K2,BC,GeoCoordinates,"6207 Elgin Street, Vancouver, BC V5W 3K2",49.228136,-123.084197
http://schema.org,SingleFamilyResidence,"1 1500 Alberni St #b, Vancouver, BC V6G 3C9",https://static.ojohosts.ca/p/1007/R2851786_0_j23ym7_p.jpeg,https://www.houseful.ca/vancouver-bc/1-1500-alberni-st-b-vancouver-bc-v6g-3c9/pid_hd88cvxv6l/,"$1,298,000",2,2,"1,347",Single family,PostalAddress,1 1500 Alberni St #b,Vancouver,V6G 3C9,BC,GeoCoordinates,"1 1500 Alberni St #b, Vancouver, BC V6G 3C9",49.28945,-123.130596
http://schema.org,SingleFamilyResidence,"6835 Heather Street, Vancouver, BC V6P 3P5",https://static.ojohosts.ca/p/1007/R2851664_0_f2ERYJ_t.jpeg,https://www.houseful.ca/vancouver-bc/6835-heather-street-vancouver-bc-v6p-3p5/pid_28f2nxmg6s/,"$3,800,000",7,5,"4,910",Single family,PostalAddress,6835 Heather Street,Vancouver,V6P 3P5,BC,GeoCoordinates,"6835 Heather Street, Vancouver, BC V6P 3P5",49.223396,-123.124085
http://schema.org,SingleFamilyResidence,"8199 Capstan Way #1700, Vancouver, BC V6X 0V1",https://static.ojohosts.ca/p/1007/R2851688_0_7fUIiF_t.jpeg,https://www.houseful.ca/richmond-bc/8199-capstan-way-1700-richmond-bc-v6x-0v1/pid_lt5xzmvhy2/,"$898,000",2,2,821,Single family,PostalAddress,8199 Capstan Way #1700,Vancouver,V6X 0V1,BC,GeoCoordinates,"8199 Capstan Way #1700, Vancouver, BC V6X 0V1",49.18915,-123.132652
http://schema.org,SingleFamilyResidence,"2102 W 48th Ave #310, Vancouver, BC V6M 2P5",https://static.ojohosts.ca/p/1007/R2851731_0_vZn6Nr_p.jpeg,https://www.houseful.ca/vancouver-bc/2102-w-48th-ave-310-vancouver-bc-v6m-2p5/pid_i1lubqnisn/,"$2,438,000",2,3,"1,405",Single family,PostalAddress,2102 W 48th Ave #310,Vancouver,V6M 2P5,BC,GeoCoordinates,"2102 W 48th Ave #310, Vancouver, BC V6M 2P5",49.227994,-123.155984
http://schema.org,SingleFamilyResidence,"3839 W 4th Ave #107, Vancouver, BC V6R 1P8",https://static.ojohosts.ca/p/1007/R2851721_0_nzIVeE_p.jpeg,https://www.houseful.ca/vancouver-bc/3839-w-4th-ave-107-vancouver-bc-v6r-1p8/pid_95qwte7fq1/,"$779,700",1,1,628,Single family,PostalAddress,3839 W 4th Ave #107,Vancouver,V6R 1P8,BC,GeoCoordinates,"3839 W 4th Ave #107, Vancouver, BC V6R 1P8",49.268945,-123.189012
http://schema.org,SingleFamilyResidence,"680 E 5th Ave #319, Vancouver, BC V5T 1J2",https://static.ojohosts.ca/p/1007/R2851694_0_ifIJYE_t.jpeg,https://www.houseful.ca/vancouver-bc/680-e-5th-ave-319-vancouver-bc-v5t-1j2/pid_bky8tuh1bv/,"$749,000",2,2,900,Single family,PostalAddress,680 E 5th Ave #319,Vancouver,V5T 1J2,BC,GeoCoordinates,"680 E 5th Ave #319, Vancouver, BC V5T 1J2",49.265877,-123.08962
http://schema.org,SingleFamilyResidence,"1661 Ontario St #1109, Vancouver, BC V5Y 0C3",https://static.ojohosts.ca/p/1007/R2851689_0_3z6eef_t.jpeg,https://www.houseful.ca/vancouver-bc/1661-ontario-st-1109-vancouver-bc-v5y-0c3/pid_vz7ewziiax/,"$974,900",1,1,745,Single family,PostalAddress,1661 Ontario St #1109,Vancouver,V5Y 0C3,BC,GeoCoordinates,"1661 Ontario St #1109, Vancouver, BC V5Y 0C3",49.270588,-123.104775
http://schema.org,SingleFamilyResidence,"128 W Cordova St #1610, Vancouver, BC V6B 0E6",https://static.ojohosts.ca/p/1007/R2851713_0_n3yque_t.jpeg,https://www.houseful.ca/vancouver-bc/128-w-cordova-st-1610-vancouver-bc-v6b-0e6/pid_imdl3csyrn/,"$1,295,000",2,2,"1,158",Single family,PostalAddress,128 W Cordova St #1610,Vancouver,V6B 0E6,BC,GeoCoordinates,"128 W Cordova St #1610, Vancouver, BC V6B 0E6",49.282975,-123.108084
http://schema.org,SingleFamilyResidence,"995 W 59th Ave #103, Vancouver, BC V6P 6Z2",https://static.ojohosts.ca/p/1007/R2851750_0_IUUaFz_t.jpeg,https://www.houseful.ca/vancouver-bc/995-w-59th-ave-103-vancouver-bc-v6p-6z2/pid_j38zskmsn5/,"$748,000",2,2,856,Single family,PostalAddress,995 W 59th Ave #103,Vancouver,V6P 6Z2,BC,GeoCoordinates,"995 W 59th Ave #103, Vancouver, BC V6P 6Z2",49.217379,-123.128486
http://schema.org,SingleFamilyResidence,"756 Great Northern Way #204, Vancouver, BC V5T 1E4",https://static.ojohosts.ca/p/1007/R2851709_0_iajQza_t.jpeg,https://www.houseful.ca/vancouver-bc/756-great-northern-way-204-vancouver-bc-v5t-1e4/pid_rq0r3l32qr/,"$526,000",1,1,613,Single family,PostalAddress,756 Great Northern Way #204,Vancouver,V5T 1E4,BC,GeoCoordinates,"756 Great Northern Way #204, Vancouver, BC V5T 1E4",49.266137,-123.088345
http://schema.org,SingleFamilyResidence,"1398 West 57th Avenue, Vancouver, BC V6P 1S8",https://static.ojohosts.ca/p/1007/R2851710_0_BejyUv_t.jpeg,https://www.houseful.ca/vancouver-bc/1398-west-57th-avenue-vancouver-bc-v6p-1s8/pid_jb7l9rjx5n/,"$4,680,000",6,6,"4,966",Single family,PostalAddress,1398 West 57th Avenue,Vancouver,V6P 1S8,BC,GeoCoordinates,"1398 West 57th Avenue, Vancouver, BC V6P 1S8",49.21905,-123.137549
http://schema.org,SingleFamilyResidence,"3530 West 34th Avenue, Vancouver, BC V6N 2K8",https://static.ojohosts.ca/p/1007/R2851692_0_aU32mu_t.jpeg,https://www.houseful.ca/vancouver-bc/3530-west-34th-avenue-vancouver-bc-v6n-2k8/pid_t17lrkt0tb/,"$6,888,000",5,6,"4,326",Single family,PostalAddress,3530 West 34th Avenue,Vancouver,V6N 2K8,BC,GeoCoordinates,"3530 West 34th Avenue, Vancouver, BC V6N 2K8",49.241203,-123.18305
http://schema.org,SingleFamilyResidence,"2752 Graveley Street, Vancouver, BC V5K 3J8",https://static.ojohosts.ca/p/1007/R2851693_0_uarFuJ_t.jpeg,https://www.houseful.ca/vancouver-bc/2752-graveley-street-vancouver-bc-v5k-3j8/pid_bo9s1g0u7y/,"$1,888,000",2,2,"1,724",Single family,PostalAddress,2752 Graveley Street,Vancouver,V5K 3J8,BC,GeoCoordinates,"2752 Graveley Street, Vancouver, BC V5K 3J8",49.270213,-123.047707
http://schema.org,SingleFamilyResidence,"3443 Franklin Street, Vancouver, BC V5K 1Y4",https://static.ojohosts.ca/p/1007/R2851661_0_mm7FaV_p.jpeg,https://www.houseful.ca/vancouver-bc/3443-franklin-street-vancouver-bc-v5k-1y4/pid_5uki1era9l/,"$1,568,000",5,4,"1,593",Single family,PostalAddress,3443 Franklin Street,Vancouver,V5K 1Y4,BC,GeoCoordinates,"3443 Franklin Street, Vancouver, BC V5K 1Y4",49.282256,-123.029728
http://schema.org,SingleFamilyResidence,"1083 West 16th Avenue, Vancouver, BC V6H 1S7",https://static.ojohosts.ca/p/1007/R2851666_0_R3ib66_t.jpeg,https://www.houseful.ca/vancouver-bc/1083-west-16th-avenue-vancouver-bc-v6h-1s7/pid_nblzqdafst/,"$3,408,888",8,4,"3,344",Single family,PostalAddress,1083 West 16th Avenue,Vancouver,V6H 1S7,BC,GeoCoordinates,"1083 West 16th Avenue, Vancouver, BC V6H 1S7",49.257277,-123.129221
http://schema.org,SingleFamilyResidence,"1768 Cook St #1401, Vancouver, BC V5Y 0N3",https://static.ojohosts.ca/p/1007/R2851670_0_7FenMm_t.jpeg,https://www.houseful.ca/vancouver-bc/1768-cook-st-1401-vancouver-bc-v5y-0n3/pid_e3iz1amyv6/,"$699,000",1,1,461,Single family,PostalAddress,1768 Cook St #1401,Vancouver,V5Y 0N3,BC,GeoCoordinates,"1768 Cook St #1401, Vancouver, BC V5Y 0N3",49.269547,-123.110062
http://schema.org,SingleFamilyResidence,"3276 West 21st Avenue, Vancouver, BC V6L 1L2",https://static.ojohosts.ca/p/1006/R2851746_0_reQzqf_p.jpeg,https://www.houseful.ca/vancouver-bc/3276-west-21st-avenue-vancouver-bc-v6l-1l2/pid_4jc5pmiim2/,"$3,288,888",7,4,"3,178",Single family,PostalAddress,3276 West 21st Avenue,Vancouver,V6L 1L2,BC,GeoCoordinates,"3276 West 21st Avenue, Vancouver, BC V6L 1L2",49.253529,-123.177765
http://schema.org,SingleFamilyResidence,"2770 Wall Street, Vancouver, BC V5K 1A9",https://static.ojohosts.ca/p/1006/R2851745_0_RRN2eu_p.jpeg,https://www.houseful.ca/vancouver-bc/2770-wall-street-vancouver-bc-v5k-1a9/pid_v0euyz8nmm/,"$2,960,000",3,2,"1,902",Single family,PostalAddress,2770 Wall Street,Vancouver,V5K 1A9,BC,GeoCoordinates,"2770 Wall Street, Vancouver, BC V5K 1A9",49.291458,-123.047585
http://schema.org,SingleFamilyResidence,"403 West 19th Avenue, Vancouver, BC V5Y 2B8",https://static.ojohosts.ca/p/1007/R2851604_0_i6j6bZ_p.jpeg,https://www.houseful.ca/vancouver-bc/403-west-19th-avenue-vancouver-bc-v5y-2b8/pid_wn6ii689ql/,"$3,990,000",6,5,"2,768",Single family,PostalAddress,403 West 19th Avenue,Vancouver,V5Y 2B8,BC,GeoCoordinates,"403 West 19th Avenue, Vancouver, BC V5Y 2B8",49.254149,-123.112845
http://schema.org,SingleFamilyResidence,"1688 West 61st Avenue, Vancouver, BC V6P 2C3",https://static.ojohosts.ca/p/1007/R2851581_0_f3QZeB_t.jpeg,https://www.houseful.ca/vancouver-bc/1688-west-61st-avenue-vancouver-bc-v6p-2c3/pid_2yzmajlzmo/,"$4,458,000",6,6,"4,353",Single family,PostalAddress,1688 West 61st Avenue,Vancouver,V6P 2C3,BC,GeoCoordinates,"1688 West 61st Avenue, Vancouver, BC V6P 2C3",49.215726,-123.145779
http://schema.org,SingleFamilyResidence,"2984 Kitchener Street, Vancouver, BC V5K 3E5",https://static.ojohosts.ca/p/1007/R2851545_0_rINbNJ_p.jpeg,https://www.houseful.ca/vancouver-bc/2984-kitchener-street-vancouver-bc-v5k-3e5/pid_kdw5uos37g/,"$3,188,000",7,6,"3,033",Single family,PostalAddress,2984 Kitchener Street,Vancouver,V5K 3E5,BC,GeoCoordinates,"2984 Kitchener Street, Vancouver, BC V5K 3E5",49.272053,-123.041941
http://schema.org,SingleFamilyResidence,"5058 Joyce St #803, Vancouver, BC V5R 4G6",https://static.ojohosts.ca/p/1007/R2851623_0_YYZJjZ_t.jpeg,https://www.houseful.ca/vancouver-bc/5058-joyce-st-803-vancouver-bc-v5r-4g6/pid_mm85j26563/,"$999,000",3,2,911,Single family,PostalAddress,5058 Joyce St #803,Vancouver,V5R 4G6,BC,GeoCoordinates,"5058 Joyce St #803, Vancouver, BC V5R 4G6",49.238671,-123.031016
http://schema.org,SingleFamilyResidence,"5586 Rupert Street, Vancouver, BC V5R 2K5",https://static.ojohosts.ca/p/1007/R2851600_0_MByuQv_t.jpeg,https://www.houseful.ca/vancouver-bc/5586-rupert-street-vancouver-bc-v5r-2k5/pid_n6ugonrxns/,"$1,699,000",4,5,"2,339",Single family,PostalAddress,5586 Rupert Street,Vancouver,V5R 2K5,BC,GeoCoordinates,"5586 Rupert Street, Vancouver, BC V5R 2K5",49.234298,-123.042801
http://schema.org,SingleFamilyResidence,"89 Nelson St #2319, Vancouver, BC V6Z 0E7",https://static.ojohosts.ca/p/1007/R2851586_0_ayyjfm_p.jpeg,https://www.houseful.ca/vancouver-bc/89-nelson-st-2319-vancouver-bc-v6z-0e7/pid_nwyh88wt0s/,"$1,998,000",2,2,"1,111",Single family,PostalAddress,89 Nelson St #2319,Vancouver,V6Z 0E7,BC,GeoCoordinates,"89 Nelson St #2319, Vancouver, BC V6Z 0E7",49.275182,-123.115111
http://schema.org,SingleFamilyResidence,"53 W Hastings St #401, Vancouver, BC V6B 1G4",https://static.ojohosts.ca/p/1007/R2851585_0_VauYI3_t.jpeg,https://www.houseful.ca/vancouver-bc/53-w-hastings-st-401-vancouver-bc-v6b-1g4/pid_hhwqe07jsn/,"$639,000",1,1,795,Single family,PostalAddress,53 W Hastings St #401,Vancouver,V6B 1G4,BC,GeoCoordinates,"53 W Hastings St #401, Vancouver, BC V6B 1G4",49.282063,-123.106403
http://schema.org,SingleFamilyResidence,"2857 Wall Street, Vancouver, BC V5K 1B1",https://static.ojohosts.ca/p/1007/R2851582_0_MMaVe6_t.jpeg,https://www.houseful.ca/vancouver-bc/2857-wall-street-vancouver-bc-v5k-1b1/pid_581n4694pv/,"$1,698,000",3,3,"1,367",Single family,PostalAddress,2857 Wall Street,Vancouver,V5K 1B1,BC,GeoCoordinates,"2857 Wall Street, Vancouver, BC V5K 1B1",49.291509,-123.044962
http://schema.org,SingleFamilyResidence,"2855 Wall Street, Vancouver, BC V5K 1B1",https://static.ojohosts.ca/p/1007/R2851572_0_njUQAf_t.jpeg,https://www.houseful.ca/vancouver-bc/2855-wall-street-vancouver-bc-v5k-1b1/pid_hgen2f3eg1/,"$1,638,000",3,3,"1,412",Single family,PostalAddress,2855 Wall Street,Vancouver,V5K 1B1,BC,GeoCoordinates,"2855 Wall Street, Vancouver, BC V5K 1B1",49.291516,-123.044984
http://schema.org,SingleFamilyResidence,"5584 Rupert Street, Vancouver, BC V5R 2K5",https://static.ojohosts.ca/p/1007/R2851555_0_EQ22Ib_t.jpeg,https://www.houseful.ca/vancouver-bc/5584-rupert-street-vancouver-bc-v5r-2k5/pid_7y8b5r78ao/,"$1,699,000",4,5,"2,339",Single family,PostalAddress,5584 Rupert Street,Vancouver,V5R 2K5,BC,GeoCoordinates,"5584 Rupert Street, Vancouver, BC V5R 2K5",49.234323,-123.04279
http://schema.org,SingleFamilyResidence,"180 E 2nd Ave #905, Vancouver, BC V5T 0K4",https://static.ojohosts.ca/p/1007/R2851553_0_B2673Q_t.jpeg,https://www.houseful.ca/vancouver-bc/180-e-2nd-ave-905-vancouver-bc-v5t-0k4/pid_j53bqlbujy/,"$648,000",1,1,533,Single family,PostalAddress,180 E 2nd Ave #905,Vancouver,V5T 0K4,BC,GeoCoordinates,"180 E 2nd Ave #905, Vancouver, BC V5T 0K4",49.268684,-123.101295
http://schema.org,SingleFamilyResidence,"2728 Oliver Crescent, Vancouver, BC V6L 1S9",https://static.ojohosts.ca/p/1006/R2851619_0_IjRjmN_p.jpeg,https://www.houseful.ca/vancouver-bc/2728-oliver-crescent-vancouver-bc-v6l-1s9/pid_4nng6qxej6/,"$4,180,000",7,5,"3,944",Single family,PostalAddress,2728 Oliver Crescent,Vancouver,V6L 1S9,BC,GeoCoordinates,"2728 Oliver Crescent, Vancouver, BC V6L 1S9",49.248926,-123.166036
http://schema.org,SingleFamilyResidence,"4151 Windsor Street, Vancouver, BC V5V 4P2",https://static.ojohosts.ca/p/1006/R2851594_0_aVNyeV_p.jpeg,https://www.houseful.ca/vancouver-bc/4151-windsor-street-vancouver-bc-v5v-4p2/pid_lcid2dtk6r/,"$2,299,000",4,2,"2,005",Single family,PostalAddress,4151 Windsor Street,Vancouver,V5V 4P2,BC,GeoCoordinates,"4151 Windsor Street, Vancouver, BC V5V 4P2",49.248045,-123.084283
http://schema.org,SingleFamilyResidence,"1322 Cotton Drive, Vancouver, BC V5L 3T7",https://static.ojohosts.ca/p/1006/R2851528_0_VRAEIE_p.jpeg,https://www.houseful.ca/vancouver-bc/1322-cotton-drive-vancouver-bc-v5l-3t7/pid_bta9ab5k17/,"$1,338,000",3,3,"1,515",Single family,PostalAddress,1322 Cotton Drive,Vancouver,V5L 3T7,BC,GeoCoordinates,"1322 Cotton Drive, Vancouver, BC V5L 3T7",49.272662,-123.071244
http://schema.org,SingleFamilyResidence,"2615 East 56th Avenue, Vancouver, BC V5S 1Z8",https://static.ojohosts.ca/p/1006/R2851526_0_yNvZ6j_p.jpeg,https://www.houseful.ca/vancouver-bc/2615-east-56th-avenue-vancouver-bc-v5s-1z8/pid_791vq0q88z/,"$1,948,000",5,4,"2,009",Single family,PostalAddress,2615 East 56th Avenue,Vancouver,V5S 1Z8,BC,GeoCoordinates,"2615 East 56th Avenue, Vancouver, BC V5S 1Z8",49.219183,-123.054407
http://schema.org,SingleFamilyResidence,"778 West 62nd Avenue, Vancouver, BC V6P 2E2",https://static.ojohosts.ca/p/1007/R2851493_0_qJURM6_p.jpeg,https://www.houseful.ca/vancouver-bc/778-west-62nd-avenue-vancouver-bc-v6p-2e2/pid_qwr4d0pjws/,"$2,899,000",6,2,"2,470",Single family,PostalAddress,778 West 62nd Avenue,Vancouver,V6P 2E2,BC,GeoCoordinates,"778 West 62nd Avenue, Vancouver, BC V6P 2E2",49.214024,-123.123004
http://schema.org,SingleFamilyResidence,"2538 Triumph Street, Vancouver, BC V5K 1S8",https://static.ojohosts.ca/p/1007/R2851488_0_qqevIb_p.jpeg,https://www.houseful.ca/vancouver-bc/2538-triumph-street-vancouver-bc-v5k-1s8/pid_aqp67dato7/,"$1,688,000",3,4,"1,503",Single family,PostalAddress,2538 Triumph Street,Vancouver,V5K 1S8,BC,GeoCoordinates,"2538 Triumph Street, Vancouver, BC V5K 1S8",49.283707,-123.053664
http://schema.org,SingleFamilyResidence,"680 E 5th Ave #208, Vancouver, BC V5T 1J2",https://static.ojohosts.ca/p/1007/R2851489_0_7vfufu_t.jpeg,https://www.houseful.ca/vancouver-bc/680-e-5th-ave-208-vancouver-bc-v5t-1j2/pid_js4n2kcyj6/,"$795,000",2,2,909,Single family,PostalAddress,680 E 5th Ave #208,Vancouver,V5T 1J2,BC,GeoCoordinates,"680 E 5th Ave #208, Vancouver, BC V5T 1J2",49.265877,-123.08962
http://schema.org,SingleFamilyResidence,"1005 East 55th Avenue, Vancouver, BC V5X 1N8",https://static.ojohosts.ca/p/1007/R2851403_0_nNyQ6B_p.jpeg,https://www.houseful.ca/vancouver-bc/1005-east-55th-avenue-vancouver-bc-v5x-1n8/pid_6hxzpj6pa2/,"$1,699,000",3,1,"1,500",Single family,PostalAddress,1005 East 55th Avenue,Vancouver,V5X 1N8,BC,GeoCoordinates,"1005 East 55th Avenue, Vancouver, BC V5X 1N8",49.220037,-123.084784
http://schema.org,SingleFamilyResidence,"3008 East 45th Avenue, Vancouver, BC V5R 3C7",https://static.ojohosts.ca/p/1007/R2851413_0_FqaZJE_t.jpeg,https://www.houseful.ca/vancouver-bc/3008-east-45th-avenue-vancouver-bc-v5r-3c7/pid_86b34tb6e3/,"$1,998,000",6,4,"2,317",Single family,PostalAddress,3008 East 45th Avenue,Vancouver,V5R 3C7,BC,GeoCoordinates,"3008 East 45th Avenue, Vancouver, BC V5R 3C7",49.229136,-123.042776
http://schema.org,SingleFamilyResidence,"2474 East 24th Avenue, Vancouver, BC V5R 5X6",https://static.ojohosts.ca/p/1007/R2851395_0_EmuavE_t.jpeg,https://www.houseful.ca/vancouver-bc/2474-east-24th-avenue-vancouver-bc-v5r-5x6/pid_6y7brjp4sw/,"$2,280,000",5,3,"2,370",Single family,PostalAddress,2474 East 24th Avenue,Vancouver,V5R 5X6,BC,GeoCoordinates,"2474 East 24th Avenue, Vancouver, BC V5R 5X6",49.248721,-123.055002
http://schema.org,SingleFamilyResidence,"2986 East 1st Avenue, Vancouver, BC V5M 1B2",https://static.ojohosts.ca/p/1007/R2851387_0_MUUVJm_t.jpeg,https://www.houseful.ca/vancouver-bc/2986-east-1st-avenue-vancouver-bc-v5m-1b2/pid_71hdg2y9xn/,"$1,999,800",6,4,"2,442",Single family,PostalAddress,2986 East 1st Avenue,Vancouver,V5M 1B2,BC,GeoCoordinates,"2986 East 1st Avenue, Vancouver, BC V5M 1B2",49.269195,-123.042001
http://schema.org,SingleFamilyResidence,"2617 East 56th Avenue, Vancouver, BC V5S 1Z8",https://ojohomes-static.prod.ojocore.ca/508e0359/images/nophoto_latest.jpg,https://www.houseful.ca/vancouver-bc/2617-east-56th-avenue-vancouver-bc-v5s-1z8/pid_eeig874yd4/,"$1,948,000",5,4,"2,059",Single family,PostalAddress,2617 East 56th Avenue,Vancouver,V5S 1Z8,BC,GeoCoordinates,"2617 East 56th Avenue, Vancouver, BC V5S 1Z8",49.219177,-123.054376
http://schema.org,SingleFamilyResidence,"2986 East 1st Avenue, Vancouver, BC V5M 1B2",https://static.ojohosts.ca/p/1007/R2851387_0_MUUVJm_t.jpeg,https://www.houseful.ca/vancouver-bc/2986-east-1st-avenue-vancouver-bc-v5m-1b2/pid_71hdg2y9xn/,"$1,999,800",6,4,"2,442",Single family,PostalAddress,2986 East 1st Avenue,Vancouver,V5M 1B2,BC,GeoCoordinates,"2986 East 1st Avenue, Vancouver, BC V5M 1B2",49.269195,-123.042001
http://schema.org,SingleFamilyResidence,"3841 W 27th Ave #1, Vancouver, BC V6S 1R4",https://static.ojohosts.ca/p/1007/R2851465_0_eVMJRZ_p.jpeg,https://www.houseful.ca/vancouver-bc/3841-w-27th-ave-1-vancouver-bc-v6s-1r4/pid_92dffa54gm/,"$2,598,000",3,4,"1,731",Single family,PostalAddress,3841 W 27th Ave #1,Vancouver,V6S 1R4,BC,GeoCoordinates,"3841 W 27th Ave #1, Vancouver, BC V6S 1R4",49.248288,-123.189367
http://schema.org,SingleFamilyResidence,"821 Cambie St #608, Vancouver, BC V6B 0E3",https://static.ojohosts.ca/p/1007/R2851466_0_zuQiij_t.jpeg,https://www.houseful.ca/vancouver-bc/821-cambie-st-608-vancouver-bc-v6b-0e3/pid_jv9ln1hgbs/,"$629,000",1,1,569,Single family,PostalAddress,821 Cambie St #608,Vancouver,V6B 0E3,BC,GeoCoordinates,"821 Cambie St #608, Vancouver, BC V6B 0E3",49.277991,-123.115558
http://schema.org,SingleFamilyResidence,"885 Cambie St #1604, Vancouver, BC V6B 0R6",https://static.ojohosts.ca/p/1007/R2851474_0_aRaq3E_t.jpeg,https://www.houseful.ca/vancouver-bc/885-cambie-st-1604-vancouver-bc-v6b-0r6/pid_k71oheoyqh/,"$2,359,000",3,3,"1,431",Single family,PostalAddress,885 Cambie St #1604,Vancouver,V6B 0R6,BC,GeoCoordinates,"885 Cambie St #1604, Vancouver, BC V6B 0R6",49.270816,-123.114825
http://schema.org,SingleFamilyResidence,"3476 West 26th Avenue, Vancouver, BC V6S 1N5",https://static.ojohosts.ca/p/1007/R2851454_0_vumiUq_t.jpeg,https://www.houseful.ca/vancouver-bc/3476-west-26th-avenue-vancouver-bc-v6s-1n5/pid_m1ud56kgzw/,"$2,598,000",3,4,"1,812",Single family,PostalAddress,3476 West 26th Avenue,Vancouver,V6S 1N5,BC,GeoCoordinates,"3476 West 26th Avenue, Vancouver, BC V6S 1N5",49.248778,-123.181432
http://schema.org,SingleFamilyResidence,"2255 W 40th Ave #7, Vancouver, BC V6M 1W7",https://static.ojohosts.ca/p/1007/R2851445_0_f3qyaz_t.jpeg,https://www.houseful.ca/vancouver-bc/2255-w-40th-ave-7-vancouver-bc-v6m-1w7/pid_lzd9ddfvo2/,"$438,000",1,1,752,Single family,PostalAddress,2255 W 40th Ave #7,Vancouver,V6M 1W7,BC,GeoCoordinates,"2255 W 40th Ave #7, Vancouver, BC V6M 1W7",49.235825,-123.159153
http://schema.org,SingleFamilyResidence,"2435 Kingsway #512, Vancouver, BC V5R 5G8",https://static.ojohosts.ca/p/1007/R2851444_0_nyZBEZ_p.jpeg,https://www.houseful.ca/vancouver-bc/2435-kingsway-512-vancouver-bc-v5r-5g8/pid_1z3a4lthdo/,"$899,000",2,2,826,Single family,PostalAddress,2435 Kingsway #512,Vancouver,V5R 5G8,BC,GeoCoordinates,"2435 Kingsway #512, Vancouver, BC V5R 5G8",49.241023,-123.055453
http://schema.org,SingleFamilyResidence,"2935 Spruce St #305, Vancouver, BC V6H 3N6",https://static.ojohosts.ca/p/1007/R2851441_0_yBi2jr_t.jpeg,https://www.houseful.ca/vancouver-bc/2935-spruce-st-305-vancouver-bc-v6h-3n6/pid_ff4zmn4ecy/,"$598,900",1,1,736,Single family,PostalAddress,2935 Spruce St #305,Vancouver,V6H 3N6,BC,GeoCoordinates,"2935 Spruce St #305, Vancouver, BC V6H 3N6",49.259439,-123.129428
http://schema.org,SingleFamilyResidence,"668 Citadel Parade #2803, Vancouver, BC V6B 1W6",https://static.ojohosts.ca/p/1007/R2851440_0_UENRz3_t.jpeg,https://www.houseful.ca/vancouver-bc/668-citadel-parade-2803-vancouver-bc-v6b-1w6/pid_pgkxjeen6q/,"$499,900",1,1,492,Single family,PostalAddress,668 Citadel Parade #2803,Vancouver,V6B 1W6,BC,GeoCoordinates,"668 Citadel Parade #2803, Vancouver, BC V6B 1W6",49.278707,-123.110755
http://schema.org,SingleFamilyResidence,"7565 Oak St #24, Vancouver, BC V6P 4A4",https://static.ojohosts.ca/p/1007/R2851431_0_Jnvzii_t.jpeg,https://www.houseful.ca/vancouver-bc/7565-oak-st-24-vancouver-bc-v6p-4a4/pid_mz6n01gnjz/,"$1,749,900",3,3,"1,230",Single family,PostalAddress,7565 Oak St #24,Vancouver,V6P 4A4,BC,GeoCoordinates,"7565 Oak St #24, Vancouver, BC V6P 4A4",49.216474,-123.129611
